first_name,last_name,full_name,department,organization,country,leader,times_cited,team_id,position,api_name
Sanjana J,Ravi,"Sanjana J, Ravi",Baltimore,Johns Hopkins Ctr Hlth Secur,USA,"Sanjana J, Ravi",1,927,"first, leader",Sanjana
Kelsey Lane,Warmbrod,"Kelsey Lane, Warmbrod",Baltimore,Johns Hopkins Ctr Hlth Secur,USA,"Sanjana J, Ravi",1,927,other,Kelsey
Lucia,Mullen,"Lucia, Mullen",Baltimore,Johns Hopkins Ctr Hlth Secur,USA,"Sanjana J, Ravi",1,927,other,Lucia
Diane,Meyer,"Diane, Meyer",Baltimore,Johns Hopkins Ctr Hlth Secur,USA,"Sanjana J, Ravi",1,927,other,Diane
Jennifer B,Nuzzo,"Jennifer B, Nuzzo",Baltimore,Johns Hopkins Ctr Hlth Secur,USA,"Sanjana J, Ravi",1,927,other,Jennifer
Elizabeth,Cameron,"Elizabeth, Cameron",Washington,Nucl Threat Initiat,USA,"Sanjana J, Ravi",1,927,other,Elizabeth
Jessica,Bell,"Jessica, Bell",Washington,Nucl Threat Initiat,USA,"Sanjana J, Ravi",1,927,other,Jessica
Priya,Bapat,"Priya, Bapat",London,Economist Intelligence Unit Ltd,England,"Sanjana J, Ravi",1,927,other,Priya
Michael,Paterra,"Michael, Paterra",London,Economist Intelligence Unit Ltd,England,"Sanjana J, Ravi",1,927,other,Michael
Catherine,Machalaba,"Catherine, Machalaba",New York,EcoHlth Alliance,USA,"Sanjana J, Ravi",1,927,other,Catherine
Indira,Nath,"Indira, Nath",Biotechnol,All India Inst Med Sci,India,"Sanjana J, Ravi",1,927,other,Indira
Lawrence O,Gostin,"Lawrence O, Gostin",Georgetown Law,ONeill Inst Natl & Global Hlth Law,USA,"Sanjana J, Ravi",1,927,other,Lawrence
Wilmot,James,"Wilmot, James",Inst Social & Econ Res & Policy,Columbia Univ,USA,"Sanjana J, Ravi",1,927,other,Wilmot
Dylan,George,"Dylan, George",Arlington,In Q Tel,USA,"Sanjana J, Ravi",1,927,other,Dylan
Simo,Nikkari,"Simo, Nikkari",Helsinki,Ctr Biothreat Preparedness,Finland,"Sanjana J, Ravi",1,927,other,Simo
Ernesto,Gozzer,"Ernesto, Gozzer",Lima,Univ Peruana Cayetano Heredia,Peru,"Sanjana J, Ravi",1,927,other,Ernesto
Oyewale,Tomori,"Oyewale, Tomori",Lagos,Nigerian Acad Sci,Nigeria,"Sanjana J, Ravi",1,927,other,Oyewale
Oyewale,Tomori,"Oyewale, Tomori",Abuja,Coll Vet Surg Nigeria,Nigeria,"Sanjana J, Ravi",1,927,other,Oyewale
Issa,Makumbi,"Issa, Makumbi",Kampala,Republ Uganda Minist Hlth,Uganda,"Sanjana J, Ravi",1,927,last,Issa
V Diviya,Prabha,"V Diviya, Prabha",Comp Sci,Periyar Univ,India,"V Diviya, Prabha",0,928,"first, leader",Prabha
R,Rathipriya,"R, Rathipriya",Comp Sci,Periyar Univ,India,"V Diviya, Prabha",0,928,last,Rathipriya
Carolin Elizabeth,George,"Carolin Elizabeth, George",Community Hlth & Family Med,Bangalore Baptist Hosp,India,"Carolin Elizabeth, George",0,929,"first, leader",Carolin
Leeberk Raja,Inbaraj,"Leeberk Raja, Inbaraj",Community Hlth & Family Med,Bangalore Baptist Hosp,India,"Carolin Elizabeth, George",0,929,other,Leeberk
Shon,Rajukutty,"Shon, Rajukutty",Community Hlth & Family Med,Bangalore Baptist Hosp,India,"Carolin Elizabeth, George",0,929,other,Shon
Luc P,de Witte,"Luc P, de Witte",Ctr Assist Technol & Connected Healthcare CATCH,Univ Sheffield,England,"Carolin Elizabeth, George",0,929,last,Luc
Lilian,Calderon Garciduenas,"Lilian, Calderon Garciduenas",32 Campus Dr,Univ Montana,USA,,5,930,first,Lilian
Lilian,Calderon Garciduenas,"Lilian, Calderon Garciduenas",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Lilian
Rafael,Brito Aguilar,"Rafael, Brito Aguilar",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Rafael
Berenice,Garcia Arreola,"Berenice, Garcia Arreola",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Berenice
Paula,Revueltas Ficachi,"Paula, Revueltas Ficachi",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Paula
Juana,Adriana Barrera Velazquez,"Juana, Adriana Barrera Velazquez",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Juana
Griselda,Garcia Alonso,"Griselda, Garcia Alonso",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Griselda
Edgar,Garcia Rojas,"Edgar, Garcia Rojas",Mexico City,Univ Valle Mexico,Mexico,,5,930,other,Edgar
Ricardo,Torres Jardon,"Ricardo, Torres Jardon",Ctr Ciencias Atmosfera,Univ Nacl Autonoma Mexico,Mexico,,5,930,other,Ricardo
Maricela,Franco Lira,"Maricela, Franco Lira",Monterrey,Colegio Bachilleres Militarizado Gen Mariano Esco,Mexico,,5,930,other,Maricela
Randy,Kulesza,"Randy, Kulesza",Auditory Res Ctr,Lake Erie Coll Osteopath Med,USA,,5,930,other,Randy
Angelica,Gonzalez Maciel,"Angelica, Gonzalez Maciel",Mexico City,Inst Nacl Pediat,Mexico,,5,930,other,Angelica
Rafael,Reynoso Robles,"Rafael, Reynoso Robles",Mexico City,Inst Nacl Pediat,Mexico,,5,930,other,Rafael
Partha S,Mukherjee,"Partha S, Mukherjee",Interdisciplinary Stat Res Unit,Indian Stat Inst,India,,5,930,last,Partha
Satya P,Gupta,"Satya P, Gupta",Pharmaceut Technol,Meerut Inst Engn & Technol,India,"Satya P, Gupta",2,931,"first, leader",Satya
Sarita,Bugalia,"Sarita, Bugalia",Math,Cent Univ Rajasthan,India,"Jai Prakash, Tripathi",2,932,first,Sarita
Vijay Pal,Bajiya,"Vijay Pal, Bajiya",Math,Cent Univ Rajasthan,India,"Jai Prakash, Tripathi",2,932,other,Vijay
Jai Prakash,Tripathi,"Jai Prakash, Tripathi",Math,Cent Univ Rajasthan,India,"Jai Prakash, Tripathi",2,932,leader,Jai
Ming Tao,Li,"Ming Tao, Li",Sch Math,Taiyuan Univ Technol,China,"Jai Prakash, Tripathi",2,932,other,Ming
Gui Quan,Sun,"Gui Quan, Sun",Math,North Univ China,China,"Jai Prakash, Tripathi",2,932,other,Gui
Gui Quan,Sun,"Gui Quan, Sun",Complex Syst Res Ctr,Shanxi Univ,China,"Jai Prakash, Tripathi",2,932,last,Gui
Dorairaj,Prabhakaran,"Dorairaj, Prabhakaran",Ctr Control Chron Condit,Publ Hlth Fdn India,India,"Dorairaj, Prabhakaran",2,933,"first, leader",Dorairaj
Pablo,Perel,"Pablo, Perel",Noncommunicable Dis Epidemiol,London Sch Hyg & Trop Med,England,"Dorairaj, Prabhakaran",2,933,other,Pablo
Ambuj,Roy,"Ambuj, Roy",Delhi,All India Inst Med Sci New Delhi,India,"Dorairaj, Prabhakaran",2,933,other,Ambuj
Kavita,Singh,"Kavita, Singh",New Delhi,Publ Hlth Fdn India,India,"Dorairaj, Prabhakaran",2,933,other,Kavita
Lana,Raspail,"Lana, Raspail",Geneva,World Heart Federat,Switzerland,"Dorairaj, Prabhakaran",2,933,other,Lana
Samuel S,Gidding,"Samuel S, Gidding",Geneva,World Heart Federat,Switzerland,"Dorairaj, Prabhakaran",2,933,other,Samuel
Jose Rocha,Faria Neto,"Jose Rocha, Faria Neto",Curitiba,Pontificia Univ Catolica Parana,Brazil,"Dorairaj, Prabhakaran",2,933,other,Jose
Dike,Ojji,"Dike, Ojji",Fac Clin Sci,Univ Abuja,Nigeria,"Dorairaj, Prabhakaran",2,933,other,Dike
Dike,Ojji,"Dike, Ojji",Gwagwalada,Univ Abuja Teaching Hosp,Nigeria,"Dorairaj, Prabhakaran",2,933,other,Dike
L Kristin,Newby,"L Kristin, Newby",Durham,Duke Clin Res Inst,USA,"Dorairaj, Prabhakaran",2,933,other,Newby
Janina,Stepinska,"Janina, Stepinska",Intens Cardiac Therapy,Natl Inst Cardiol,Poland,"Dorairaj, Prabhakaran",2,933,other,Janina
Carolyn S P,Lam,"Carolyn S P, Lam",Singapore,Natl Heart Ctr Singapore,Singapore,"Dorairaj, Prabhakaran",2,933,other,Carolyn
Carolyn S P,Lam,"Carolyn S P, Lam",Singapore,Duke Natl Univ Singapore,Singapore,"Dorairaj, Prabhakaran",2,933,other,Carolyn
Carolyn S P,Lam,"Carolyn S P, Lam",Univ Med Ctr Groningen,Univ Groningen,Netherlands,"Dorairaj, Prabhakaran",2,933,other,Carolyn
Modou,Jobe,"Modou, Jobe",Serekunda,Med Res Council Unit Gambia,Gambia,"Dorairaj, Prabhakaran",2,933,other,Modou
Sarah,Kraus,"Sarah, Kraus",Med,Univ Cape Town,Africa,"Dorairaj, Prabhakaran",2,933,other,Sarah
Sarah,Kraus,"Sarah, Kraus",Hatter Inst Cardiovasc Res Africa,Univ Cape Town,Africa,"Dorairaj, Prabhakaran",2,933,other,Sarah
Sarah,Kraus,"Sarah, Kraus",Radcliffe  Med,Univ Oxford,England,"Dorairaj, Prabhakaran",2,933,other,Sarah
Eduardo,Chuquiure Valenzuela,"Eduardo, Chuquiure Valenzuela",Mexico City,Inst Nacl Cardiol,Mexico,"Dorairaj, Prabhakaran",2,933,other,Eduardo
Daniel,Pineiro,"Daniel, Pineiro",Buenos Aires,Univ Buenos Aires,Argentina,"Dorairaj, Prabhakaran",2,933,other,Daniel
Kay Tee,Khaw,"Kay Tee, Khaw",Inst Publ Hlth,Univ Cambridge,England,"Dorairaj, Prabhakaran",2,933,other,Kay
Ehete,Bahiru,"Ehete, Bahiru",Los Angeles Biomed Res Inst,Harbor UCLA Med Ctr,USA,"Dorairaj, Prabhakaran",2,933,other,Ehete
Amitava,Banerjee,"Amitava, Banerjee",London,UCL,England,"Dorairaj, Prabhakaran",2,933,other,Amitava
Jagat,Narula,"Jagat, Narula",MSSM Mt Sinai Heart,Icahn Sch Med Mt Sinai,USA,"Dorairaj, Prabhakaran",2,933,other,Jagat
Karen,Sliwa,"Karen, Sliwa",Groote Schuur Hosp,Univ Cape Town,Africa,"Dorairaj, Prabhakaran",2,933,other,Karen
Karen,Sliwa,"Karen, Sliwa",Fac Hlth Sci,Groote Schuur Hosp,Africa,"Dorairaj, Prabhakaran",2,933,other,Karen
Karen,Sliwa,"Karen, Sliwa",Rondebosch,Univ Cape Town,Africa,"Dorairaj, Prabhakaran",2,933,last,Karen
Kasturi,Sarkar,"Kasturi, Sarkar",Microbiol,St Xaviers Coll,India,"Solomon, Habtemariam",0,934,first,Kasturi
Parames C,Sil,"Parames C, Sil",Mol Med,Bose Inst,India,"Solomon, Habtemariam",0,934,other,Parames
Seyed Fazel,Nabavi,"Seyed Fazel, Nabavi",Appl Biotechnol Res Ctr,Baqiyatallah Univ Med Sci,Iran,"Solomon, Habtemariam",0,934,other,Seyed
Seyed Mohammad,Nabavi,"Seyed Mohammad, Nabavi",Appl Biotechnol Res Ctr,Baqiyatallah Univ Med Sci,Iran,"Solomon, Habtemariam",0,934,other,Seyed
Seyed Fazel,Nabavi,"Seyed Fazel, Nabavi",Baqiyatallah Hosp,Baqiyatallah Univ Med Sci,Iran,"Solomon, Habtemariam",0,934,other,Seyed
Seyed Mohammad,Nabavi,"Seyed Mohammad, Nabavi",Baqiyatallah Hosp,Baqiyatallah Univ Med Sci,Iran,"Solomon, Habtemariam",0,934,other,Seyed
Ioana,Berindan Neagoe,"Ioana, Berindan Neagoe",Res Ctr Funct Genom Biomed & Translat Med,Iuliu Hatieganu Univ Med & Pharm,Romania,"Solomon, Habtemariam",0,934,other,Ioana
Cosmin Andrei,Cismaru,"Cosmin Andrei, Cismaru",Res Ctr Funct Genom Biomed & Translat Med,Iuliu Hatieganu Univ Med & Pharm,Romania,"Solomon, Habtemariam",0,934,other,Cosmin
Ioana,Berindan Neagoe,"Ioana, Berindan Neagoe",Funct Genom & Expt Pathol,Oncol Inst Prof Dr Ion Chiricuta,Romania,"Solomon, Habtemariam",0,934,other,Ioana
Cosmin Andrei,Cismaru,"Cosmin Andrei, Cismaru",Funct Sci Immunol & Allergol,Iuliu Hatieganu Univ Med & Pharm Cluj Napoca,Romania,"Solomon, Habtemariam",0,934,other,Cosmin
Solomon,Habtemariam,"Solomon, Habtemariam",Pharmacognosy Res Labs,Univ Greenwich,England,"Solomon, Habtemariam",0,934,leader,Solomon
Solomon,Habtemariam,"Solomon, Habtemariam",Herbal Anal Serv UK,Univ Greenwich,England,"Solomon, Habtemariam",0,934,"last, leader",Solomon
Jebiti,Haribabu,"Jebiti, Haribabu",Chem,Natl Inst Technol,India,"Ramasamy, Karvembu",0,935,first,Jebiti
Swaminathan,Srividya,"Swaminathan, Srividya",Chem,Natl Inst Technol,India,"Ramasamy, Karvembu",0,935,other,Swaminathan
Ramasamy,Karvembu,"Ramasamy, Karvembu",Chem,Natl Inst Technol,India,"Ramasamy, Karvembu",0,935,leader,Ramasamy
Dharmasivam,Mahendiran,"Dharmasivam, Mahendiran",Bosch Inst,Univ Sydney,Australia,"Ramasamy, Karvembu",0,935,other,Dharmasivam
Dasararaju,Gayathri,"Dasararaju, Gayathri",Ctr Adv Study Crystallog & Biophys,Univ Madras,India,"Ramasamy, Karvembu",0,935,other,Dasararaju
Vemula,Venkatramu,"Vemula, Venkatramu",Phys,Krishna Univ Dr MRAR PG Ctr,India,"Ramasamy, Karvembu",0,935,other,Vemula
Nattamai,Bhuvanesh,"Nattamai, Bhuvanesh",Chem,Texas A&M Univ,USA,"Ramasamy, Karvembu",0,935,last,Nattamai
Muhammad,Ozair,"Muhammad, Ozair",Math,COMSATS Univ Islamabad,Pakistan,"Kashif Ali, Abro",3,936,first,Muhammad
Takasar,Hussain,"Takasar, Hussain",Math,COMSATS Univ Islamabad,Pakistan,"Kashif Ali, Abro",3,936,other,Takasar
Mureed,Hussain,"Mureed, Hussain",Chandigarh,Higher Educ Dept,India,"Kashif Ali, Abro",3,936,other,Mureed
Aziz Ullah,Awan,"Aziz Ullah, Awan",Math,Univ Punjab,Pakistan,"Kashif Ali, Abro",3,936,other,Aziz
Dumitru,Baleanu,"Dumitru, Baleanu",Fac Arts & Sci,Cankaya Univ,Turkey,"Kashif Ali, Abro",3,936,other,Dumitru
Kashif Ali,Abro,"Kashif Ali, Abro",Inst Ground Water Studies,Univ Free State,Africa,"Kashif Ali, Abro",3,936,leader,Kashif
Kashif Ali,Abro,"Kashif Ali, Abro",Basic Sci & Related Studies,Mehran Univ Engn & Technol,Pakistan,"Kashif Ali, Abro",3,936,leader,Kashif
Kashif Ali,Abro,"Kashif Ali, Abro",Fac Math & Stat,Ton Duc Thang Univ,Vietnam,"Kashif Ali, Abro",3,936,"last, leader",Kashif
Pallab,Kar,"Pallab, Kar",Siliguri,Univ North Bengal,India,"Ayan, Roy",1,937,first,Pallab
Subires,Bhattacharyya,"Subires, Bhattacharyya",Siliguri,Univ North Bengal,India,"Ayan, Roy",1,937,other,Subires
Vijay,Kumar,"Vijay, Kumar",Lovely Fac Technol & Sci,Lovely Profess Univ,India,"Ayan, Roy",1,937,other,Vijay
Himani,Malhotra,"Himani, Malhotra",Lovely Fac Technol & Sci,Lovely Profess Univ,India,"Ayan, Roy",1,937,other,Himani
Ayan,Roy,"Ayan, Roy",Lovely Fac Technol & Sci,Lovely Profess Univ,India,"Ayan, Roy",1,937,leader,Ayan
Balachandar,Vellingiri,"Balachandar, Vellingiri",Human Genet & Mol Biol,Bharathiar Univ,India,"Ayan, Roy",1,937,other,Balachandar
Arnab,Sen,"Arnab, Sen",Bot,Univ North Bengal,India,"Ayan, Roy",1,937,other,Arnab
Nishika,Jaishee,"Nishika, Jaishee",Bot,St Josephs Coll,India,"Ayan, Roy",1,937,other,Nishika
Akash,Anandraj,"Akash, Anandraj",Fac Nat Sci,Mangosuthu Univ Technol,Africa,"Ayan, Roy",1,937,other,Akash
Devashan,Naidoo,"Devashan, Naidoo",Fac Nat Sci,Mangosuthu Univ Technol,Africa,"Ayan, Roy",1,937,other,Devashan
Subhasish,Mukhopadhyay,"Subhasish, Mukhopadhyay",Biophys Mol Biol & Bioinformat,Univ Calcutta,India,"Ayan, Roy",1,937,other,Subhasish
Masako,Kinoshita,"Masako, Kinoshita",Neurol,Natl Hosp Org Utano Natl Hosp,Japan,"Ayan, Roy",1,937,other,Masako
Vivekanandhan,Govindasamy,"Vivekanandhan, Govindasamy",Coimbatore,Farmers Bio Fertilizers & Organ,India,"Ayan, Roy",1,937,other,Vivekanandhan
Mohana Devi,Subramaniam,"Mohana Devi, Subramaniam",SN ONGC  Genet & Mol Biol,Vis Res Fdn,India,"Ayan, Roy",1,937,last,Mohana
Thomas,Mathew,"Thomas, Mathew",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,"first, leader",Thomas
Saji K,John,"Saji K, John",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Saji
G R K,Sarma,"G R K, Sarma",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Sarma
Raghunandan,Nadig,"Raghunandan, Nadig",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Raghunandan
Sagar,Badachi,"Sagar, Badachi",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Sagar
Delon D,Souza,"Delon D, Souza",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Delon
Sonia,Shivde,"Sonia, Shivde",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Sonia
Amrutha,Avati,"Amrutha, Avati",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Amrutha
Rohit,Baddala,"Rohit, Baddala",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Rohit
Prasanth Babu,Potharlanka,"Prasanth Babu, Potharlanka",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Prasanth
Sravanthi,Pavuluri,"Sravanthi, Pavuluri",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Sravanthi
Abhinaya,Varidireddy,"Abhinaya, Varidireddy",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Abhinaya
Poonam,Awatare,"Poonam, Awatare",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Poonam
Ramesh,Arumugam,"Ramesh, Arumugam",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Ramesh
Saikanth,Deepalam,"Saikanth, Deepalam",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Saikanth
Sharath,Kumar,"Sharath, Kumar",Neurol,St Johns Med Coll Hosp,India,"Thomas, Mathew",1,938,other,Sharath
Shiva R,Kumar,"Shiva R, Kumar",Neurol,Sakra World Hosp,India,"Thomas, Mathew",1,938,other,Shiva
Bawani,Anand,"Bawani, Anand",Neurol,Sakra World Hosp,India,"Thomas, Mathew",1,938,other,Bawani
Uday,Murgod,"Uday, Murgod",Neurol,Manipal Hosp,India,"Thomas, Mathew",1,938,other,Uday
Manjunath,Mahadevappa,"Manjunath, Mahadevappa",Neurol,Manipal Hosp,India,"Thomas, Mathew",1,938,other,Manjunath
Pramod,Krishnan,"Pramod, Krishnan",Neurol,Manipal Hosp,India,"Thomas, Mathew",1,938,other,Pramod
Jayachandran,Ramachandran,"Jayachandran, Ramachandran",Neurol,Manipal Hosp,India,"Thomas, Mathew",1,938,other,Jayachandran
Mahendra,Javali,"Mahendra, Javali",Neurol,Ramaiah Mem Hosp,India,"Thomas, Mathew",1,938,other,Mahendra
Purushottam Thammaya,Acharya,"Purushottam Thammaya, Acharya",Neurol,Ramaiah Mem Hosp,India,"Thomas, Mathew",1,938,other,Purushottam
Guruprasad,Hosurkar,"Guruprasad, Hosurkar",Neurol,Columbia Asia Hosp 6 4,India,"Thomas, Mathew",1,938,other,Guruprasad
Vikram,Kamath,"Vikram, Kamath",Neurol,Apollo Hosp,India,"Thomas, Mathew",1,938,other,Vikram
Sujit,Kumar,"Sujit, Kumar",Neurol,Apollo Hosp,India,"Thomas, Mathew",1,938,other,Sujit
Rajesh B,Iyer,"Rajesh B, Iyer",Annes Coll,Vikram Hosp,India,"Thomas, Mathew",1,938,other,Rajesh
Rajesh Karalumangala,Nagarajaiah,"Rajesh Karalumangala, Nagarajaiah",Neurol,People Tree Hosp,India,"Thomas, Mathew",1,938,other,Rajesh
Suresh,Kodapala,"Suresh, Kodapala",Neurol,Vydehi Inst Med Sci,India,"Thomas, Mathew",1,938,other,Suresh
Nandavar,Shobha,"Nandavar, Shobha",Neurol,Bangalore Neuro Ctr,India,"Thomas, Mathew",1,938,other,Nandavar
Umashankar,Renukaradhya,"Umashankar, Renukaradhya",Neurol,Bangalore Neuro Ctr,India,"Thomas, Mathew",1,938,other,Umashankar
S Praveen,Kumar,"S Praveen, Kumar",Neurol,Bangalore Med Coll & Res Inst,India,"Thomas, Mathew",1,938,other,Kumar
Vikram,Huded,"Vikram, Huded",Neurol,Mazumdar Shaw Med Ctr,India,"Thomas, Mathew",1,938,last,Vikram
Stuti,Bhagat,"Stuti, Bhagat",Sch Arts & Sci,Ahmedabad Univ,India,"Sanjay, Singh",2,939,first,Stuti
Nisha,Yadav,"Nisha, Yadav",Sch Arts & Sci,Ahmedabad Univ,India,"Sanjay, Singh",2,939,other,Nisha
Juhi,Shah,"Juhi, Shah",Sch Arts & Sci,Ahmedabad Univ,India,"Sanjay, Singh",2,939,other,Juhi
Harsh,Dave,"Harsh, Dave",Sch Arts & Sci,Ahmedabad Univ,India,"Sanjay, Singh",2,939,other,Harsh
Sanjay,Singh,"Sanjay, Singh",Sch Arts & Sci,Ahmedabad Univ,India,"Sanjay, Singh",2,939,leader,Sanjay
Shachee,Swaraj,"Shachee, Swaraj",Microbiol & Cell Biol,Indian Inst Sci,India,"Sanjay, Singh",2,939,other,Shachee
Shashank,Tripathi,"Shashank, Tripathi",Microbiol & Cell Biol,Indian Inst Sci,India,"Sanjay, Singh",2,939,other,Shashank
Shachee,Swaraj,"Shachee, Swaraj",Ctr Infect Dis Res,Indian Inst Sci,India,"Sanjay, Singh",2,939,other,Shachee
Shashank,Tripathi,"Shashank, Tripathi",Ctr Infect Dis Res,Indian Inst Sci,India,"Sanjay, Singh",2,939,last,Shashank
Debajyoti,Pal,"Debajyoti, Pal",Sch IT,King Mongkuts Univ Technol Thonburi,Thailand,"Debajyoti, Pal",2,940,"first, leader",Debajyoti
Syamal,Patra,"Syamal, Patra",Comp Sci & Engn,Camellia Inst Technol,India,"Debajyoti, Pal",2,940,last,Syamal
Seema A,Kulkarni,"Seema A, Kulkarni",Sch Bioengn,SRM Inst Sci & Technol,India,"S Periyar, Selvam",16,941,first,Seema
Velusamy,Palaniyandi,"Velusamy, Palaniyandi",Sch Bioengn,SRM Inst Sci & Technol,India,"S Periyar, Selvam",16,941,other,Velusamy
Santhosh Kumar,Nagarajan,"Santhosh Kumar, Nagarajan",Sch Bioengn,SRM Inst Sci & Technol,India,"S Periyar, Selvam",16,941,other,Santhosh
Thirumurthy,Madhavan,"Thirumurthy, Madhavan",Sch Bioengn,SRM Inst Sci & Technol,India,"S Periyar, Selvam",16,941,other,Thirumurthy
Veena,Ramesh,"Veena, Ramesh",Chennai 600010,StemOnc R&D Private Ltd,India,"S Periyar, Selvam",16,941,other,Veena
S Periyar,Selvam,"S Periyar, Selvam",Sch Bioengn,SRM Inst Sci & Technol,India,"S Periyar, Selvam",16,941,"last, leader",Selvam
Vipin M,Vashishtha,"Vipin M, Vashishtha",Pediat,Mangla Hosp & Res Ctr,India,"Vipin M, Vashishtha",4,942,"first, leader",Vipin
Puneet,Kumar,"Puneet, Kumar",New Delhi,Kumar Child Clin,India,"Vipin M, Vashishtha",4,942,last,Puneet
Pratik,Autee,"Pratik, Autee",Comp Engn,Dwarkadas J Sanghvi Coll Engn,India,"Vimal, Shah",0,943,first,Pratik
Sagar,Bagwe,"Sagar, Bagwe",Comp Engn,Dwarkadas J Sanghvi Coll Engn,India,"Vimal, Shah",0,943,other,Sagar
Vimal,Shah,"Vimal, Shah",Comp Engn,Dwarkadas J Sanghvi Coll Engn,India,"Vimal, Shah",0,943,leader,Vimal
Kriti,Srivastava,"Kriti, Srivastava",Comp Engn,Dwarkadas J Sanghvi Coll Engn,India,"Vimal, Shah",0,943,other,Kriti
Vimal,Shah,"Vimal, Shah",Balaji Complex,A-602 Venkatesh Pooja,India,"Vimal, Shah",0,943,"last, leader",Vimal
Van Vang Le,Van Vang Le,"Van Vang Le, Van Vang Le",Maritime Inst,Ho Chi Minh City Univ Transport,Vietnam,,5,944,first,Van
Van Viet Pham,Van Viet Pham,"Van Viet Pham, Van Viet Pham",Maritime Inst,Ho Chi Minh City Univ Transport,Vietnam,,5,944,other,Van
Thanh Tung Huynh,Thanh Tung Huynh,"Thanh Tung Huynh, Thanh Tung Huynh",Inst Engn,Ho Chi Minh City Univ Technol HUTECH,Vietnam,,5,944,other,Thanh
Anh Tuan Hoang,Anh Tuan Hoang,"Anh Tuan Hoang, Anh Tuan Hoang",Inst Engn,Ho Chi Minh City Univ Technol HUTECH,Vietnam,,5,944,other,Anh
Aykut,Olcer,"Aykut, Olcer",Fac Maritime Energy Management,World Maritime Univ,Sweden,,5,944,other,Aykut
Anh Tuan Le,Anh Tuan Le,"Anh Tuan Le, Anh Tuan Le",Sch Transportat Engn,Hanoi Univ Sci & Technol,Vietnam,,5,944,other,Anh
Swarup Kumar,Nayak,"Swarup Kumar, Nayak",Sch Mech Engn,KIIT Univ,India,,5,944,last,Swarup
Pravin,Shende,"Pravin, Shende",Pharmaceut,Shobhaben Pratapbhai Patel Sch Pharm & Technol Ma,India,"Pravin, Shende",0,945,"first, leader",Pravin
Bhakti,Khanolkar,"Bhakti, Khanolkar",Pharmaceut,Shobhaben Pratapbhai Patel Sch Pharm & Technol Ma,India,"Pravin, Shende",0,945,other,Bhakti
R S,Gaud,"R S, Gaud",Pharmaceut,Shobhaben Pratapbhai Patel Sch Pharm & Technol Ma,India,"Pravin, Shende",0,945,last,Gaud
Prateek Kumar,Panda,"Prateek Kumar, Panda",Pediat Neurol Div,All India Inst Med Sci,India,"Indar Kumar, Sharawat",0,946,first,Prateek
Indar Kumar,Sharawat,"Indar Kumar, Sharawat",Pediat Neurol Div,All India Inst Med Sci,India,"Indar Kumar, Sharawat",0,946,"last, leader",Indar
S,Anand,"S, Anand",Div Hlth Phys,Bhabha Atom Res Ctr,India,"Y S, Mayya",3,947,first,Anand
S,Anand,"S, Anand",Homi Bhabha Natl Inst,Bhabha Atom Res Ctr,India,"Y S, Mayya",3,947,other,Anand
Y S,Mayya,"Y S, Mayya",Chem Engn,Indian Inst Technol,India,"Y S, Mayya",3,947,"last, leader",Mayya
Rajesh,Ghosh,"Rajesh, Ghosh",Sch Basic Sci,Indian Inst Technol Bhubaneswar,India,"Ashis, Biswas",0,948,first,Rajesh
Ayon,Chakraborty,"Ayon, Chakraborty",Sch Basic Sci,Indian Inst Technol Bhubaneswar,India,"Ashis, Biswas",0,948,other,Ayon
Ashis,Biswas,"Ashis, Biswas",Sch Basic Sci,Indian Inst Technol Bhubaneswar,India,"Ashis, Biswas",0,948,leader,Ashis
Snehasis,Chowdhuri,"Snehasis, Chowdhuri",Sch Basic Sci,Indian Inst Technol Bhubaneswar,India,"Ashis, Biswas",0,948,last,Snehasis
V R,Nidheesh,"V R, Nidheesh",Atom & Mol Phys,Manipal Acad Higher Educ,India,"Santhosh, Chidangil",2,949,first,Nidheesh
V K,Unnikrishnan,"V K, Unnikrishnan",Atom & Mol Phys,Manipal Acad Higher Educ,India,"Santhosh, Chidangil",2,949,other,Unnikrishnan
